row_index,column,csv_value,resolved_path,exists
77,green,Vineyard/Multispectral Images\leaf004d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf004d1_2.tif,True
77,red,Vineyard/Multispectral Images\leaf004d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf004d1_3.tif,True
77,nir,Vineyard/Multispectral Images\leaf004d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf004d1_4.tif,True
77,red_edge,Vineyard/Multispectral Images\leaf004d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf004d1_5.tif,True
78,blue,Vineyard/Multispectral Images\leaf005d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf005d1_1.tif,True
78,green,Vineyard/Multispectral Images\leaf005d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf005d1_2.tif,True
78,red,Vineyard/Multispectral Images\leaf005d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf005d1_3.tif,True
78,nir,Vineyard/Multispectral Images\leaf005d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf005d1_4.tif,True
78,red_edge,Vineyard/Multispectral Images\leaf005d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf005d1_5.tif,True
79,blue,Vineyard/Multispectral Images\leaf008d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d1_1.tif,True
79,green,Vineyard/Multispectral Images\leaf008d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d1_2.tif,True
79,red,Vineyard/Multispectral Images\leaf008d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d1_3.tif,True
79,nir,Vineyard/Multispectral Images\leaf008d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d1_4.tif,True
79,red_edge,Vineyard/Multispectral Images\leaf008d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d1_5.tif,True
80,blue,Vineyard/Multispectral Images\leaf009d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf009d1_1.tif,True
80,green,Vineyard/Multispectral Images\leaf009d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf009d1_2.tif,True
80,red,Vineyard/Multispectral Images\leaf009d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf009d1_3.tif,True
80,nir,Vineyard/Multispectral Images\leaf009d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf009d1_4.tif,True
80,red_edge,Vineyard/Multispectral Images\leaf009d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf009d1_5.tif,True
82,blue,Vineyard/Multispectral Images\leaf012d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf012d1_1.tif,True
82,green,Vineyard/Multispectral Images\leaf012d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf012d1_2.tif,True
82,red,Vineyard/Multispectral Images\leaf012d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf012d1_3.tif,True
82,nir,Vineyard/Multispectral Images\leaf012d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf012d1_4.tif,True
82,red_edge,Vineyard/Multispectral Images\leaf012d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf012d1_5.tif,True
90,blue,Vineyard/Multispectral Images\leaf022d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf022d1_1.tif,True
90,green,Vineyard/Multispectral Images\leaf022d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf022d1_2.tif,True
90,red,Vineyard/Multispectral Images\leaf022d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf022d1_3.tif,True
90,nir,Vineyard/Multispectral Images\leaf022d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf022d1_4.tif,True
90,red_edge,Vineyard/Multispectral Images\leaf022d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf022d1_5.tif,True
99,blue,Vineyard/Multispectral Images\leaf033d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d1_1.tif,True
99,green,Vineyard/Multispectral Images\leaf033d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d1_2.tif,True
99,red,Vineyard/Multispectral Images\leaf033d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d1_3.tif,True
99,nir,Vineyard/Multispectral Images\leaf033d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d1_4.tif,True
99,red_edge,Vineyard/Multispectral Images\leaf033d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf033d1_5.tif,True
103,blue,Vineyard/Multispectral Images\leaf042d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf042d1_1.tif,True
103,green,Vineyard/Multispectral Images\leaf042d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf042d1_2.tif,True
103,red,Vineyard/Multispectral Images\leaf042d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf042d1_3.tif,True
103,nir,Vineyard/Multispectral Images\leaf042d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf042d1_4.tif,True
103,red_edge,Vineyard/Multispectral Images\leaf042d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf042d1_5.tif,True
105,blue,Vineyard/Multispectral Images\leaf045d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf045d1_1.tif,True
105,green,Vineyard/Multispectral Images\leaf045d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf045d1_2.tif,True
105,red,Vineyard/Multispectral Images\leaf045d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf045d1_3.tif,True
105,nir,Vineyard/Multispectral Images\leaf045d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf045d1_4.tif,True
105,red_edge,Vineyard/Multispectral Images\leaf045d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf045d1_5.tif,True
106,blue,Vineyard/Multispectral Images\leaf047d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d1_1.tif,True
106,green,Vineyard/Multispectral Images\leaf047d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d1_2.tif,True
106,red,Vineyard/Multispectral Images\leaf047d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d1_3.tif,True
106,nir,Vineyard/Multispectral Images\leaf047d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d1_4.tif,True
106,red_edge,Vineyard/Multispectral Images\leaf047d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d1_5.tif,True
107,blue,Vineyard/Multispectral Images\leaf048d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d1_1.tif,True
107,green,Vineyard/Multispectral Images\leaf048d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d1_2.tif,True
107,red,Vineyard/Multispectral Images\leaf048d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d1_3.tif,True
107,nir,Vineyard/Multispectral Images\leaf048d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d1_4.tif,True
107,red_edge,Vineyard/Multispectral Images\leaf048d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf048d1_5.tif,True
108,blue,Vineyard/Multispectral Images\leaf050d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d1_1.tif,True
108,green,Vineyard/Multispectral Images\leaf050d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d1_2.tif,True
108,red,Vineyard/Multispectral Images\leaf050d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d1_3.tif,True
108,nir,Vineyard/Multispectral Images\leaf050d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d1_4.tif,True
108,red_edge,Vineyard/Multispectral Images\leaf050d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d1_5.tif,True
112,blue,Vineyard/Multispectral Images\leaf054d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d1_1.tif,True
112,green,Vineyard/Multispectral Images\leaf054d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d1_2.tif,True
112,red,Vineyard/Multispectral Images\leaf054d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d1_3.tif,True
112,nir,Vineyard/Multispectral Images\leaf054d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d1_4.tif,True
112,red_edge,Vineyard/Multispectral Images\leaf054d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf054d1_5.tif,True
115,blue,Vineyard/Multispectral Images\leaf057d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf057d1_1.tif,True
115,green,Vineyard/Multispectral Images\leaf057d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf057d1_2.tif,True
115,red,Vineyard/Multispectral Images\leaf057d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf057d1_3.tif,True
115,nir,Vineyard/Multispectral Images\leaf057d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf057d1_4.tif,True
115,red_edge,Vineyard/Multispectral Images\leaf057d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf057d1_5.tif,True
117,blue,Vineyard/Multispectral Images\leaf059d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf059d1_1.tif,True
117,green,Vineyard/Multispectral Images\leaf059d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf059d1_2.tif,True
117,red,Vineyard/Multispectral Images\leaf059d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf059d1_3.tif,True
117,nir,Vineyard/Multispectral Images\leaf059d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf059d1_4.tif,True
117,red_edge,Vineyard/Multispectral Images\leaf059d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf059d1_5.tif,True
120,blue,Vineyard/Multispectral Images\leaf062d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d1_1.tif,True
120,green,Vineyard/Multispectral Images\leaf062d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d1_2.tif,True
120,red,Vineyard/Multispectral Images\leaf062d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d1_3.tif,True
120,nir,Vineyard/Multispectral Images\leaf062d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d1_4.tif,True
120,red_edge,Vineyard/Multispectral Images\leaf062d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf062d1_5.tif,True
122,blue,Vineyard/Multispectral Images\leaf065d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf065d1_1.tif,True
122,green,Vineyard/Multispectral Images\leaf065d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf065d1_2.tif,True
122,red,Vineyard/Multispectral Images\leaf065d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf065d1_3.tif,True
122,nir,Vineyard/Multispectral Images\leaf065d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf065d1_4.tif,True
122,red_edge,Vineyard/Multispectral Images\leaf065d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf065d1_5.tif,True
128,blue,Vineyard/Multispectral Images\leaf074d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d1_1.tif,True
128,green,Vineyard/Multispectral Images\leaf074d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d1_2.tif,True
128,red,Vineyard/Multispectral Images\leaf074d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d1_3.tif,True
128,nir,Vineyard/Multispectral Images\leaf074d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d1_4.tif,True
128,red_edge,Vineyard/Multispectral Images\leaf074d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d1_5.tif,True
129,blue,Vineyard/Multispectral Images\leaf075d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf075d1_1.tif,True
129,green,Vineyard/Multispectral Images\leaf075d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf075d1_2.tif,True
129,red,Vineyard/Multispectral Images\leaf075d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf075d1_3.tif,True
129,nir,Vineyard/Multispectral Images\leaf075d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf075d1_4.tif,True
129,red_edge,Vineyard/Multispectral Images\leaf075d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf075d1_5.tif,True
134,blue,Vineyard/Multispectral Images\leaf088d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf088d1_1.tif,True
134,green,Vineyard/Multispectral Images\leaf088d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf088d1_2.tif,True
134,red,Vineyard/Multispectral Images\leaf088d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf088d1_3.tif,True
134,nir,Vineyard/Multispectral Images\leaf088d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf088d1_4.tif,True
134,red_edge,Vineyard/Multispectral Images\leaf088d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf088d1_5.tif,True
137,blue,Vineyard/Multispectral Images\leaf092d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d1_1.tif,True
137,green,Vineyard/Multispectral Images\leaf092d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d1_2.tif,True
137,red,Vineyard/Multispectral Images\leaf092d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d1_3.tif,True
137,nir,Vineyard/Multispectral Images\leaf092d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d1_4.tif,True
137,red_edge,Vineyard/Multispectral Images\leaf092d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf092d1_5.tif,True
138,blue,Vineyard/Multispectral Images\leaf094d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d1_1.tif,True
138,green,Vineyard/Multispectral Images\leaf094d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d1_2.tif,True
138,red,Vineyard/Multispectral Images\leaf094d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d1_3.tif,True
138,nir,Vineyard/Multispectral Images\leaf094d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d1_4.tif,True
138,red_edge,Vineyard/Multispectral Images\leaf094d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d1_5.tif,True
141,blue,Vineyard/Multispectral Images\leaf097d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf097d1_1.tif,True
141,green,Vineyard/Multispectral Images\leaf097d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf097d1_2.tif,True
141,red,Vineyard/Multispectral Images\leaf097d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf097d1_3.tif,True
141,nir,Vineyard/Multispectral Images\leaf097d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf097d1_4.tif,True
141,red_edge,Vineyard/Multispectral Images\leaf097d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf097d1_5.tif,True
144,blue,Vineyard/Multispectral Images\leaf100d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf100d1_1.tif,True
144,green,Vineyard/Multispectral Images\leaf100d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf100d1_2.tif,True
144,red,Vineyard/Multispectral Images\leaf100d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf100d1_3.tif,True
144,nir,Vineyard/Multispectral Images\leaf100d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf100d1_4.tif,True
144,red_edge,Vineyard/Multispectral Images\leaf100d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf100d1_5.tif,True
145,blue,Vineyard/Multispectral Images\leaf102d1_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d1_1.tif,True
145,green,Vineyard/Multispectral Images\leaf102d1_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d1_2.tif,True
145,red,Vineyard/Multispectral Images\leaf102d1_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d1_3.tif,True
145,nir,Vineyard/Multispectral Images\leaf102d1_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d1_4.tif,True
145,red_edge,Vineyard/Multispectral Images\leaf102d1_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf102d1_5.tif,True
147,blue,Vineyard/Multispectral Images\leaf001d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf001d2_1.tif,True
147,green,Vineyard/Multispectral Images\leaf001d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf001d2_2.tif,True
147,red,Vineyard/Multispectral Images\leaf001d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf001d2_3.tif,True
147,nir,Vineyard/Multispectral Images\leaf001d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf001d2_4.tif,True
147,red_edge,Vineyard/Multispectral Images\leaf001d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf001d2_5.tif,True
149,blue,Vineyard/Multispectral Images\leaf003d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf003d2_1.tif,True
149,green,Vineyard/Multispectral Images\leaf003d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf003d2_2.tif,True
149,red,Vineyard/Multispectral Images\leaf003d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf003d2_3.tif,True
149,nir,Vineyard/Multispectral Images\leaf003d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf003d2_4.tif,True
149,red_edge,Vineyard/Multispectral Images\leaf003d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf003d2_5.tif,True
152,blue,Vineyard/Multispectral Images\leaf008d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d2_1.tif,True
152,green,Vineyard/Multispectral Images\leaf008d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d2_2.tif,True
152,red,Vineyard/Multispectral Images\leaf008d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d2_3.tif,True
152,nir,Vineyard/Multispectral Images\leaf008d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d2_4.tif,True
152,red_edge,Vineyard/Multispectral Images\leaf008d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf008d2_5.tif,True
162,blue,Vineyard/Multispectral Images\leaf021d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf021d2_1.tif,True
162,green,Vineyard/Multispectral Images\leaf021d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf021d2_2.tif,True
162,red,Vineyard/Multispectral Images\leaf021d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf021d2_3.tif,True
162,nir,Vineyard/Multispectral Images\leaf021d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf021d2_4.tif,True
162,red_edge,Vineyard/Multispectral Images\leaf021d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf021d2_5.tif,True
169,blue,Vineyard/Multispectral Images\leaf030d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf030d2_1.tif,True
169,green,Vineyard/Multispectral Images\leaf030d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf030d2_2.tif,True
169,red,Vineyard/Multispectral Images\leaf030d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf030d2_3.tif,True
169,nir,Vineyard/Multispectral Images\leaf030d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf030d2_4.tif,True
169,red_edge,Vineyard/Multispectral Images\leaf030d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf030d2_5.tif,True
179,blue,Vineyard/Multispectral Images\leaf047d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d2_1.tif,True
179,green,Vineyard/Multispectral Images\leaf047d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d2_2.tif,True
179,red,Vineyard/Multispectral Images\leaf047d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d2_3.tif,True
179,nir,Vineyard/Multispectral Images\leaf047d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d2_4.tif,True
179,red_edge,Vineyard/Multispectral Images\leaf047d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf047d2_5.tif,True
181,blue,Vineyard/Multispectral Images\leaf050d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d2_1.tif,True
181,green,Vineyard/Multispectral Images\leaf050d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d2_2.tif,True
181,red,Vineyard/Multispectral Images\leaf050d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d2_3.tif,True
181,nir,Vineyard/Multispectral Images\leaf050d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d2_4.tif,True
181,red_edge,Vineyard/Multispectral Images\leaf050d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf050d2_5.tif,True
192,blue,Vineyard/Multispectral Images\leaf061d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf061d2_1.tif,True
192,green,Vineyard/Multispectral Images\leaf061d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf061d2_2.tif,True
192,red,Vineyard/Multispectral Images\leaf061d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf061d2_3.tif,True
192,nir,Vineyard/Multispectral Images\leaf061d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf061d2_4.tif,True
192,red_edge,Vineyard/Multispectral Images\leaf061d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf061d2_5.tif,True
196,blue,Vineyard/Multispectral Images\leaf067d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d2_1.tif,True
196,green,Vineyard/Multispectral Images\leaf067d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d2_2.tif,True
196,red,Vineyard/Multispectral Images\leaf067d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d2_3.tif,True
196,nir,Vineyard/Multispectral Images\leaf067d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d2_4.tif,True
196,red_edge,Vineyard/Multispectral Images\leaf067d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf067d2_5.tif,True
201,blue,Vineyard/Multispectral Images\leaf074d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d2_1.tif,True
201,green,Vineyard/Multispectral Images\leaf074d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d2_2.tif,True
201,red,Vineyard/Multispectral Images\leaf074d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d2_3.tif,True
201,nir,Vineyard/Multispectral Images\leaf074d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d2_4.tif,True
201,red_edge,Vineyard/Multispectral Images\leaf074d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf074d2_5.tif,True
205,blue,Vineyard/Multispectral Images\leaf081d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf081d2_1.tif,True
205,green,Vineyard/Multispectral Images\leaf081d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf081d2_2.tif,True
205,red,Vineyard/Multispectral Images\leaf081d2_3.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf081d2_3.tif,True
205,nir,Vineyard/Multispectral Images\leaf081d2_4.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf081d2_4.tif,True
205,red_edge,Vineyard/Multispectral Images\leaf081d2_5.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf081d2_5.tif,True
211,blue,Vineyard/Multispectral Images\leaf094d2_1.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d2_1.tif,True
211,green,Vineyard/Multispectral Images\leaf094d2_2.tif,/home/usr3/Data/EstradaDataset/Vineyard/Multispectral Images/leaf094d2_2.tif,True
